Ai,$C_{1}$,$C_{2}$,$C_{3}$,$C_{4}$,$C_{5}$,$C_{6}$,$C_{7}$,$C_{8}$,$C_{9}$,$C_{10}$,$C_{11}$,$C_{12}$,$C_{13}$,$C_{14}$,$C_{15}$,$C_{16}$,$C_{17}$,$C_{18}$,$C_{19}$,$C_{20}$,$C_{21}$,Rank
$A_{943}$,841.0,1.0,0.5,1.0,8.0,0.0,39.0,0.1,199.0,6.0,13.0,546.0,828.0,2942.0,11.0,5.0,16.0,0.0,1.0,1.0,2.0,212
$A_{944}$,1379.0,1.0,1.5,0.0,6.0,1.0,9.0,0.8,118.0,8.0,13.0,98.0,755.0,1693.0,11.0,4.0,18.0,1.0,0.0,1.0,1.0,522
$A_{945}$,840.0,0.0,0.6,0.0,0.0,1.0,63.0,0.8,137.0,7.0,19.0,987.0,1081.0,3486.0,12.0,8.0,18.0,1.0,1.0,0.0,3.0,1024
$A_{946}$,1536.0,0.0,0.8,0.0,12.0,0.0,13.0,0.3,105.0,7.0,20.0,22.0,1634.0,2020.0,6.0,0.0,16.0,1.0,1.0,0.0,2.0,1347
$A_{947}$,1397.0,0.0,2.4,1.0,5.0,1.0,3.0,0.2,121.0,3.0,15.0,433.0,1658.0,1378.0,18.0,15.0,4.0,1.0,1.0,1.0,1.0,95
$A_{948}$,932.0,0.0,1.3,0.0,1.0,0.0,64.0,0.7,154.0,7.0,2.0,1176.0,1224.0,3817.0,8.0,7.0,9.0,1.0,1.0,1.0,3.0,1112
$A_{949}$,1722.0,0.0,2.6,0.0,8.0,0.0,18.0,0.8,177.0,2.0,16.0,865.0,1741.0,3271.0,14.0,0.0,15.0,1.0,0.0,1.0,3.0,1409
$A_{950}$,819.0,0.0,0.6,1.0,8.0,1.0,42.0,0.9,188.0,6.0,20.0,339.0,1242.0,1814.0,5.0,4.0,13.0,1.0,0.0,1.0,1.0,513
$A_{951}$,1208.0,0.0,2.9,0.0,5.0,1.0,16.0,1.0,175.0,1.0,19.0,691.0,1028.0,2201.0,17.0,16.0,12.0,1.0,0.0,0.0,1.0,1315
$A_{952}$,1631.0,0.0,0.9,1.0,2.0,1.0,3.0,0.1,198.0,7.0,12.0,177.0,1905.0,301.0,13.0,5.0,13.0,1.0,0.0,0.0,0.0,992
$A_{953}$,1896.0,0.0,0.5,1.0,8.0,1.0,7.0,0.4,141.0,2.0,13.0,447.0,794.0,3684.0,9.0,7.0,18.0,1.0,0.0,0.0,3.0,1111
$A_{954}$,685.0,0.0,0.5,0.0,2.0,0.0,29.0,0.8,93.0,7.0,10.0,433.0,648.0,728.0,14.0,8.0,4.0,0.0,0.0,1.0,0.0,1513
$A_{955}$,1674.0,0.0,2.8,1.0,0.0,1.0,52.0,0.2,89.0,3.0,7.0,1432.0,1649.0,2030.0,7.0,0.0,6.0,1.0,0.0,0.0,2.0,1071
$A_{956}$,753.0,1.0,0.5,0.0,11.0,1.0,48.0,0.1,121.0,8.0,20.0,606.0,1316.0,3484.0,11.0,10.0,16.0,1.0,0.0,0.0,3.0,752
$A_{957}$,950.0,0.0,0.5,0.0,6.0,1.0,55.0,0.1,124.0,8.0,7.0,86.0,1681.0,1305.0,6.0,5.0,4.0,1.0,0.0,1.0,0.0,907
$A_{958}$,1811.0,0.0,2.9,0.0,0.0,0.0,33.0,0.2,132.0,8.0,2.0,1099.0,1553.0,2610.0,8.0,3.0,13.0,1.0,1.0,0.0,3.0,1435
$A_{959}$,652.0,0.0,0.5,1.0,1.0,0.0,58.0,0.6,142.0,3.0,2.0,464.0,781.0,565.0,18.0,12.0,9.0,0.0,0.0,1.0,0.0,1224
$A_{960}$,799.0,1.0,2.3,0.0,1.0,1.0,63.0,0.8,144.0,8.0,6.0,361.0,975.0,431.0,15.0,6.0,6.0,1.0,1.0,1.0,0.0,153
$A_{961}$,1644.0,0.0,2.8,0.0,0.0,1.0,44.0,1.0,137.0,8.0,0.0,358.0,791.0,2360.0,7.0,4.0,19.0,1.0,0.0,0.0,2.0,1495
$A_{962}$,569.0,1.0,0.5,1.0,10.0,1.0,4.0,0.8,170.0,3.0,19.0,351.0,1159.0,2351.0,8.0,7.0,10.0,1.0,1.0,0.0,1.0,165
$A_{963}$,772.0,1.0,1.2,1.0,7.0,1.0,8.0,0.6,134.0,7.0,8.0,552.0,1802.0,422.0,7.0,6.0,15.0,1.0,0.0,0.0,0.0,468
$A_{964}$,608.0,1.0,0.5,1.0,0.0,0.0,64.0,0.9,94.0,4.0,0.0,4.0,1351.0,2517.0,16.0,8.0,7.0,1.0,1.0,1.0,1.0,279
$A_{965}$,538.0,0.0,0.8,0.0,12.0,1.0,2.0,0.8,177.0,7.0,13.0,235.0,662.0,417.0,8.0,4.0,9.0,1.0,0.0,1.0,0.0,984
$A_{966}$,589.0,1.0,2.3,1.0,1.0,0.0,61.0,0.6,160.0,4.0,10.0,429.0,815.0,2113.0,13.0,7.0,2.0,1.0,0.0,1.0,1.0,548
$A_{967}$,1157.0,1.0,0.8,0.0,7.0,0.0,27.0,0.1,88.0,8.0,8.0,1694.0,1798.0,2885.0,8.0,4.0,2.0,1.0,0.0,1.0,3.0,953
$A_{968}$,1695.0,0.0,0.5,1.0,6.0,1.0,46.0,0.7,200.0,3.0,9.0,1791.0,1898.0,446.0,16.0,13.0,15.0,1.0,1.0,1.0,1.0,82
$A_{969}$,727.0,1.0,2.5,1.0,0.0,1.0,64.0,0.2,193.0,1.0,9.0,664.0,711.0,3654.0,9.0,1.0,16.0,1.0,1.0,0.0,3.0,277
$A_{970}$,1237.0,1.0,2.5,0.0,7.0,0.0,13.0,0.8,98.0,4.0,12.0,18.0,1004.0,2528.0,11.0,8.0,16.0,0.0,0.0,0.0,2.0,1494
$A_{971}$,1130.0,1.0,2.5,0.0,4.0,1.0,58.0,0.1,132.0,5.0,14.0,88.0,1261.0,1018.0,17.0,1.0,16.0,1.0,0.0,0.0,0.0,801
$A_{972}$,1253.0,0.0,0.7,0.0,0.0,1.0,34.0,0.9,113.0,4.0,10.0,161.0,647.0,3518.0,7.0,3.0,8.0,1.0,1.0,1.0,3.0,933
$A_{973}$,1936.0,1.0,1.9,1.0,13.0,1.0,34.0,0.2,182.0,7.0,14.0,591.0,1089.0,1671.0,6.0,1.0,9.0,1.0,0.0,1.0,1.0,67
$A_{974}$,1562.0,1.0,1.3,1.0,1.0,1.0,7.0,0.2,190.0,5.0,15.0,642.0,1533.0,2243.0,12.0,10.0,6.0,1.0,0.0,0.0,2.0,589
$A_{975}$,1531.0,0.0,2.0,0.0,0.0,1.0,60.0,0.4,162.0,6.0,1.0,625.0,765.0,2524.0,13.0,11.0,7.0,1.0,0.0,0.0,2.0,1428
$A_{976}$,1172.0,1.0,2.1,1.0,4.0,0.0,41.0,0.1,95.0,3.0,7.0,1314.0,1884.0,1107.0,7.0,3.0,5.0,0.0,0.0,0.0,1.0,1114
$A_{977}$,600.0,0.0,2.5,1.0,8.0,1.0,22.0,0.1,145.0,1.0,11.0,207.0,1162.0,3441.0,19.0,1.0,5.0,1.0,0.0,0.0,2.0,1060
$A_{978}$,1432.0,1.0,1.7,1.0,6.0,1.0,39.0,0.3,164.0,4.0,18.0,209.0,947.0,504.0,14.0,4.0,10.0,1.0,1.0,0.0,0.0,96
$A_{979}$,713.0,0.0,1.4,1.0,4.0,0.0,53.0,0.8,98.0,1.0,17.0,123.0,1477.0,1462.0,19.0,18.0,13.0,1.0,0.0,1.0,0.0,782
$A_{980}$,1494.0,0.0,1.6,1.0,4.0,1.0,24.0,0.2,101.0,1.0,17.0,979.0,1190.0,3614.0,15.0,12.0,9.0,1.0,0.0,0.0,3.0,982
$A_{981}$,1945.0,0.0,1.6,0.0,4.0,0.0,21.0,0.7,113.0,3.0,10.0,280.0,895.0,3015.0,6.0,1.0,15.0,0.0,0.0,0.0,3.0,1599
$A_{982}$,1478.0,1.0,0.8,1.0,12.0,0.0,48.0,0.7,99.0,5.0,17.0,694.0,882.0,1141.0,5.0,2.0,6.0,0.0,0.0,1.0,1.0,583
$A_{983}$,1827.0,1.0,0.8,0.0,4.0,0.0,61.0,0.9,130.0,7.0,9.0,253.0,1764.0,2693.0,8.0,3.0,7.0,0.0,1.0,1.0,3.0,885
$A_{984}$,1954.0,0.0,0.6,1.0,8.0,0.0,7.0,0.9,126.0,3.0,9.0,673.0,690.0,3438.0,17.0,12.0,13.0,1.0,0.0,0.0,3.0,1446
$A_{985}$,1768.0,1.0,2.0,0.0,0.0,1.0,2.0,0.8,88.0,7.0,2.0,1303.0,1814.0,3256.0,9.0,6.0,5.0,1.0,1.0,0.0,3.0,774
$A_{986}$,1369.0,1.0,1.8,1.0,6.0,0.0,34.0,0.5,162.0,1.0,7.0,553.0,727.0,3856.0,18.0,4.0,18.0,0.0,1.0,1.0,3.0,345
$A_{987}$,1804.0,0.0,0.5,0.0,9.0,1.0,22.0,0.6,153.0,7.0,19.0,1158.0,1244.0,3472.0,9.0,1.0,20.0,1.0,0.0,1.0,3.0,956
$A_{988}$,651.0,1.0,0.8,1.0,2.0,1.0,63.0,0.2,176.0,5.0,4.0,548.0,858.0,2244.0,14.0,9.0,19.0,1.0,1.0,0.0,1.0,137
$A_{989}$,1872.0,1.0,1.9,0.0,5.0,0.0,35.0,0.6,111.0,3.0,14.0,1546.0,1879.0,2419.0,15.0,5.0,19.0,0.0,0.0,0.0,3.0,1442
$A_{990}$,1345.0,1.0,3.0,0.0,7.0,1.0,38.0,0.1,162.0,3.0,11.0,512.0,1465.0,1322.0,9.0,2.0,15.0,1.0,0.0,0.0,1.0,868
$A_{991}$,1312.0,0.0,0.5,1.0,0.0,1.0,28.0,0.8,163.0,2.0,0.0,1233.0,1854.0,1087.0,17.0,16.0,14.0,1.0,0.0,0.0,1.0,1079
$A_{992}$,772.0,0.0,1.0,1.0,0.0,1.0,23.0,0.6,97.0,7.0,11.0,317.0,1805.0,2782.0,7.0,0.0,17.0,1.0,0.0,0.0,2.0,1231
$A_{993}$,1309.0,0.0,1.1,1.0,0.0,0.0,33.0,0.5,100.0,4.0,14.0,557.0,1402.0,2334.0,10.0,1.0,11.0,1.0,0.0,1.0,2.0,1180
$A_{994}$,825.0,1.0,1.5,0.0,11.0,0.0,38.0,0.4,94.0,3.0,18.0,540.0,783.0,716.0,11.0,4.0,14.0,0.0,1.0,0.0,0.0,920
$A_{995}$,1335.0,1.0,3.0,0.0,3.0,0.0,60.0,0.8,180.0,2.0,4.0,83.0,559.0,3615.0,5.0,2.0,9.0,1.0,0.0,0.0,3.0,1515
$A_{996}$,1802.0,0.0,2.7,1.0,0.0,1.0,10.0,0.6,101.0,7.0,9.0,253.0,590.0,696.0,14.0,7.0,3.0,1.0,1.0,0.0,0.0,590
$A_{997}$,1996.0,0.0,2.5,0.0,5.0,1.0,51.0,0.4,122.0,4.0,9.0,671.0,1445.0,2236.0,8.0,7.0,12.0,1.0,0.0,1.0,2.0,924
$A_{998}$,1926.0,1.0,1.7,1.0,1.0,1.0,33.0,0.4,172.0,3.0,2.0,982.0,1157.0,2488.0,6.0,1.0,14.0,1.0,0.0,0.0,2.0,741
$A_{999}$,586.0,0.0,1.4,1.0,10.0,1.0,8.0,0.5,142.0,8.0,14.0,116.0,598.0,3178.0,9.0,7.0,10.0,1.0,0.0,1.0,2.0,524
$A_{1000}$,912.0,0.0,0.7,0.0,3.0,0.0,47.0,0.9,182.0,3.0,6.0,724.0,794.0,1321.0,7.0,2.0,6.0,0.0,1.0,1.0,0.0,1313
$A_{1001}$,1520.0,1.0,2.2,0.0,5.0,1.0,33.0,0.5,177.0,8.0,18.0,151.0,1005.0,3826.0,14.0,9.0,13.0,1.0,1.0,1.0,3.0,122
$A_{1002}$,788.0,0.0,2.5,1.0,4.0,1.0,57.0,0.9,91.0,8.0,12.0,42.0,1161.0,3969.0,12.0,8.0,6.0,1.0,1.0,1.0,3.0,203
$A_{1003}$,1953.0,1.0,2.1,1.0,7.0,0.0,56.0,0.1,158.0,8.0,9.0,555.0,764.0,2334.0,11.0,5.0,4.0,1.0,0.0,0.0,2.0,876
$A_{1004}$,1809.0,0.0,0.5,0.0,6.0,0.0,23.0,0.7,123.0,6.0,19.0,433.0,1661.0,2784.0,12.0,6.0,20.0,1.0,1.0,1.0,3.0,996
$A_{1005}$,921.0,1.0,2.2,1.0,12.0,1.0,10.0,0.1,170.0,7.0,18.0,1272.0,1469.0,3153.0,8.0,2.0,11.0,1.0,1.0,0.0,3.0,88
$A_{1006}$,731.0,1.0,0.5,1.0,0.0,1.0,28.0,0.5,130.0,8.0,0.0,424.0,1032.0,1774.0,12.0,8.0,10.0,1.0,0.0,0.0,1.0,714
$A_{1007}$,1403.0,0.0,2.7,0.0,2.0,1.0,26.0,0.1,164.0,5.0,3.0,461.0,1251.0,3371.0,13.0,9.0,9.0,1.0,0.0,1.0,3.0,1084
$A_{1008}$,1938.0,1.0,0.5,1.0,5.0,0.0,44.0,0.5,121.0,2.0,9.0,1299.0,1935.0,3497.0,18.0,10.0,18.0,0.0,1.0,0.0,3.0,660
$A_{1009}$,868.0,1.0,0.9,0.0,5.0,0.0,5.0,0.4,137.0,4.0,7.0,40.0,1311.0,1519.0,13.0,0.0,2.0,0.0,0.0,1.0,0.0,1300
$A_{1010}$,705.0,1.0,0.5,0.0,5.0,1.0,57.0,0.9,155.0,6.0,9.0,1114.0,1374.0,1509.0,15.0,11.0,18.0,1.0,1.0,1.0,1.0,91
$A_{1011}$,757.0,0.0,2.3,1.0,5.0,1.0,58.0,0.2,163.0,4.0,7.0,535.0,697.0,3237.0,19.0,12.0,9.0,1.0,0.0,1.0,2.0,424
$A_{1012}$,1840.0,0.0,0.5,1.0,12.0,0.0,34.0,0.7,142.0,1.0,16.0,311.0,1545.0,1078.0,8.0,0.0,10.0,0.0,0.0,0.0,1.0,1502
$A_{1013}$,1790.0,1.0,2.3,1.0,3.0,1.0,49.0,0.5,100.0,3.0,11.0,396.0,1980.0,3568.0,6.0,2.0,18.0,1.0,0.0,1.0,3.0,204
$A_{1014}$,625.0,0.0,2.7,1.0,2.0,0.0,42.0,0.8,138.0,8.0,3.0,203.0,1771.0,2929.0,10.0,4.0,17.0,1.0,0.0,0.0,2.0,1444
$A_{1015}$,507.0,1.0,0.5,1.0,1.0,0.0,32.0,0.5,141.0,7.0,11.0,936.0,1398.0,1702.0,17.0,0.0,5.0,1.0,1.0,1.0,1.0,224
$A_{1016}$,803.0,0.0,0.8,1.0,0.0,0.0,18.0,0.3,106.0,4.0,1.0,627.0,935.0,2801.0,18.0,15.0,12.0,0.0,1.0,0.0,2.0,1290
$A_{1017}$,983.0,0.0,1.8,0.0,0.0,1.0,53.0,0.9,187.0,1.0,4.0,1001.0,1176.0,1389.0,17.0,8.0,8.0,1.0,1.0,1.0,1.0,681
$A_{1018}$,504.0,1.0,0.5,1.0,2.0,1.0,46.0,0.9,172.0,5.0,14.0,280.0,1795.0,2085.0,13.0,5.0,8.0,1.0,0.0,0.0,1.0,668
$A_{1019}$,1832.0,0.0,0.7,0.0,2.0,0.0,2.0,0.6,90.0,7.0,6.0,186.0,654.0,2978.0,18.0,7.0,18.0,0.0,0.0,0.0,2.0,1596
$A_{1020}$,1498.0,1.0,1.2,1.0,0.0,1.0,14.0,0.1,191.0,4.0,1.0,111.0,1167.0,577.0,14.0,12.0,12.0,1.0,1.0,0.0,0.0,185
$A_{1021}$,1371.0,0.0,0.5,0.0,4.0,0.0,52.0,0.5,167.0,4.0,19.0,471.0,663.0,3034.0,13.0,6.0,8.0,0.0,0.0,0.0,2.0,1578
$A_{1022}$,1149.0,1.0,2.2,0.0,4.0,0.0,30.0,0.2,106.0,6.0,5.0,1617.0,1675.0,3755.0,17.0,14.0,8.0,1.0,0.0,0.0,3.0,1286
$A_{1023}$,1261.0,0.0,0.5,0.0,3.0,1.0,52.0,0.3,86.0,2.0,9.0,605.0,1429.0,1365.0,9.0,3.0,16.0,1.0,0.0,1.0,1.0,1027
$A_{1024}$,558.0,1.0,2.8,0.0,1.0,1.0,49.0,0.8,142.0,5.0,4.0,997.0,1605.0,392.0,10.0,5.0,8.0,1.0,1.0,1.0,0.0,157
$A_{1025}$,534.0,1.0,2.5,0.0,1.0,1.0,21.0,0.3,164.0,7.0,9.0,347.0,1477.0,2706.0,7.0,5.0,18.0,1.0,1.0,0.0,2.0,574
$A_{1026}$,1487.0,0.0,0.5,0.0,6.0,1.0,57.0,0.7,84.0,3.0,12.0,140.0,768.0,2563.0,18.0,4.0,14.0,1.0,0.0,0.0,2.0,1433
$A_{1027}$,1497.0,1.0,0.9,1.0,4.0,1.0,10.0,0.1,153.0,8.0,20.0,98.0,977.0,3696.0,9.0,0.0,3.0,1.0,0.0,1.0,3.0,266
$A_{1028}$,1262.0,0.0,1.8,1.0,12.0,0.0,34.0,0.1,149.0,5.0,16.0,223.0,737.0,3248.0,13.0,3.0,4.0,0.0,1.0,1.0,2.0,572
$A_{1029}$,1128.0,1.0,1.1,0.0,9.0,1.0,46.0,0.9,135.0,8.0,10.0,751.0,1582.0,1434.0,5.0,0.0,11.0,1.0,0.0,0.0,1.0,964
$A_{1030}$,1949.0,0.0,2.6,1.0,4.0,0.0,47.0,0.3,199.0,4.0,7.0,407.0,822.0,1433.0,11.0,5.0,20.0,0.0,0.0,1.0,1.0,1078
$A_{1031}$,1828.0,1.0,2.1,1.0,0.0,0.0,17.0,0.9,199.0,1.0,1.0,336.0,898.0,2280.0,17.0,14.0,4.0,0.0,0.0,0.0,2.0,1372
$A_{1032}$,1528.0,0.0,2.4,0.0,2.0,0.0,37.0,0.2,156.0,8.0,3.0,306.0,564.0,733.0,15.0,0.0,14.0,1.0,1.0,0.0,0.0,1369
$A_{1033}$,1142.0,1.0,1.1,0.0,0.0,1.0,6.0,0.5,198.0,4.0,0.0,739.0,1766.0,1273.0,19.0,0.0,6.0,1.0,0.0,0.0,1.0,1279
$A_{1034}$,1996.0,1.0,2.8,1.0,0.0,1.0,7.0,0.1,138.0,5.0,4.0,937.0,1083.0,1258.0,17.0,14.0,16.0,1.0,0.0,0.0,1.0,413
$A_{1035}$,821.0,0.0,1.8,1.0,5.0,0.0,54.0,0.1,109.0,3.0,9.0,253.0,1786.0,3185.0,8.0,4.0,15.0,1.0,0.0,0.0,2.0,1376
$A_{1036}$,1772.0,1.0,0.5,1.0,3.0,0.0,64.0,0.7,116.0,8.0,15.0,270.0,545.0,1834.0,5.0,2.0,20.0,0.0,1.0,1.0,1.0,249
$A_{1037}$,932.0,1.0,0.5,0.0,1.0,1.0,60.0,0.7,104.0,4.0,2.0,268.0,1078.0,1459.0,6.0,1.0,19.0,1.0,1.0,0.0,0.0,661
$A_{1038}$,1336.0,0.0,0.9,0.0,5.0,1.0,17.0,0.2,194.0,5.0,9.0,55.0,583.0,1869.0,13.0,1.0,16.0,1.0,1.0,1.0,1.0,620
$A_{1039}$,1284.0,1.0,2.8,1.0,0.0,0.0,10.0,0.9,155.0,2.0,14.0,160.0,516.0,2197.0,16.0,2.0,9.0,0.0,1.0,1.0,1.0,429
$A_{1040}$,1426.0,1.0,2.5,0.0,2.0,1.0,55.0,0.4,109.0,1.0,7.0,777.0,1032.0,2562.0,5.0,1.0,3.0,1.0,0.0,0.0,2.0,1167
$A_{1041}$,832.0,1.0,0.5,1.0,1.0,1.0,5.0,0.1,165.0,5.0,2.0,9.0,1944.0,3946.0,12.0,5.0,14.0,1.0,1.0,1.0,3.0,81
$A_{1042}$,772.0,0.0,2.6,1.0,7.0,0.0,6.0,0.1,100.0,2.0,10.0,741.0,1471.0,929.0,13.0,6.0,18.0,0.0,1.0,1.0,0.0,506
$A_{1043}$,757.0,1.0,0.9,1.0,4.0,0.0,64.0,0.5,157.0,7.0,5.0,114.0,819.0,3433.0,6.0,5.0,10.0,1.0,1.0,0.0,2.0,611
$A_{1044}$,879.0,1.0,2.5,0.0,11.0,1.0,14.0,0.7,83.0,6.0,15.0,403.0,1105.0,349.0,16.0,10.0,2.0,1.0,0.0,1.0,0.0,315
$A_{1045}$,1977.0,0.0,1.3,1.0,2.0,0.0,31.0,0.4,173.0,8.0,6.0,1145.0,1356.0,2641.0,8.0,2.0,7.0,0.0,0.0,0.0,3.0,1537
$A_{1046}$,1659.0,1.0,2.5,0.0,2.0,0.0,41.0,0.1,88.0,7.0,18.0,787.0,1515.0,545.0,12.0,0.0,9.0,0.0,1.0,1.0,0.0,475
$A_{1047}$,846.0,1.0,2.6,0.0,0.0,1.0,58.0,0.1,123.0,4.0,15.0,1140.0,1983.0,2248.0,16.0,8.0,13.0,1.0,0.0,0.0,2.0,846
$A_{1048}$,759.0,0.0,2.5,0.0,3.0,1.0,39.0,0.3,162.0,2.0,8.0,110.0,1317.0,968.0,6.0,2.0,2.0,1.0,0.0,0.0,0.0,1443
$A_{1049}$,1496.0,1.0,1.3,1.0,0.0,1.0,6.0,0.5,85.0,3.0,9.0,549.0,1383.0,3571.0,16.0,1.0,11.0,1.0,1.0,1.0,3.0,85
$A_{1050}$,1348.0,0.0,1.3,0.0,0.0,0.0,43.0,0.4,116.0,5.0,6.0,204.0,501.0,3914.0,10.0,3.0,8.0,1.0,0.0,1.0,3.0,1519
$A_{1051}$,1692.0,0.0,2.1,0.0,4.0,1.0,2.0,0.9,106.0,1.0,17.0,1899.0,1904.0,3779.0,9.0,3.0,7.0,1.0,1.0,1.0,3.0,650
$A_{1052}$,774.0,0.0,0.5,1.0,2.0,1.0,10.0,0.5,188.0,2.0,9.0,1480.0,1731.0,2944.0,8.0,6.0,2.0,1.0,1.0,1.0,2.0,311
$A_{1053}$,1485.0,0.0,1.0,0.0,2.0,1.0,32.0,0.7,84.0,2.0,9.0,510.0,1013.0,2147.0,19.0,1.0,11.0,1.0,1.0,0.0,2.0,1242
$A_{1054}$,1697.0,0.0,0.5,0.0,0.0,1.0,60.0,0.1,90.0,4.0,0.0,88.0,1046.0,441.0,15.0,1.0,11.0,1.0,1.0,0.0,0.0,1120
$A_{1055}$,637.0,1.0,0.8,1.0,2.0,0.0,28.0,0.6,194.0,4.0,6.0,1080.0,1289.0,2725.0,15.0,10.0,7.0,0.0,0.0,0.0,2.0,1285
$A_{1056}$,1911.0,0.0,0.9,1.0,1.0,1.0,36.0,0.7,108.0,8.0,3.0,868.0,1632.0,3057.0,9.0,1.0,5.0,1.0,1.0,0.0,3.0,837
$A_{1057}$,1614.0,0.0,1.9,0.0,8.0,1.0,55.0,0.3,188.0,3.0,17.0,860.0,1330.0,3914.0,17.0,13.0,13.0,1.0,0.0,0.0,3.0,1251
$A_{1058}$,1164.0,0.0,1.0,0.0,4.0,1.0,19.0,0.9,95.0,8.0,18.0,729.0,1704.0,3309.0,15.0,3.0,3.0,1.0,0.0,1.0,3.0,1163
$A_{1059}$,1413.0,0.0,0.5,1.0,4.0,1.0,39.0,0.1,185.0,5.0,12.0,1039.0,1318.0,3878.0,19.0,16.0,4.0,1.0,0.0,0.0,3.0,943
$A_{1060}$,864.0,0.0,2.5,0.0,10.0,1.0,24.0,0.7,148.0,4.0,15.0,1362.0,1378.0,3964.0,13.0,8.0,12.0,1.0,1.0,0.0,3.0,886
$A_{1061}$,1347.0,0.0,1.5,1.0,10.0,0.0,56.0,0.3,95.0,1.0,19.0,398.0,1528.0,2456.0,13.0,0.0,13.0,1.0,1.0,1.0,2.0,427
$A_{1062}$,1003.0,1.0,2.9,0.0,16.0,1.0,16.0,0.6,119.0,8.0,19.0,190.0,1905.0,1798.0,16.0,7.0,10.0,1.0,0.0,0.0,1.0,625
$A_{1063}$,1097.0,0.0,1.4,0.0,0.0,0.0,60.0,0.8,181.0,1.0,17.0,405.0,519.0,509.0,15.0,12.0,12.0,1.0,0.0,0.0,0.0,1547
$A_{1064}$,1663.0,1.0,2.5,1.0,13.0,1.0,27.0,0.3,169.0,4.0,14.0,831.0,1439.0,2084.0,7.0,1.0,18.0,1.0,0.0,0.0,2.0,370
$A_{1065}$,1191.0,0.0,2.4,1.0,2.0,0.0,13.0,0.9,169.0,1.0,7.0,179.0,1813.0,1028.0,14.0,6.0,8.0,1.0,1.0,1.0,0.0,663
$A_{1066}$,1923.0,0.0,1.3,0.0,3.0,0.0,24.0,1.0,86.0,4.0,4.0,874.0,1264.0,2479.0,9.0,2.0,15.0,1.0,1.0,0.0,2.0,1499
$A_{1067}$,1537.0,0.0,2.9,0.0,11.0,1.0,46.0,0.8,158.0,4.0,17.0,686.0,1305.0,2857.0,17.0,14.0,2.0,1.0,1.0,1.0,3.0,375
$A_{1068}$,1422.0,0.0,1.0,0.0,15.0,0.0,3.0,0.1,112.0,1.0,17.0,1.0,926.0,509.0,19.0,1.0,3.0,1.0,1.0,1.0,0.0,869
$A_{1069}$,1678.0,1.0,2.3,1.0,11.0,0.0,7.0,0.5,192.0,1.0,14.0,418.0,1763.0,574.0,5.0,3.0,19.0,1.0,0.0,0.0,0.0,838
$A_{1070}$,1231.0,0.0,1.2,1.0,5.0,0.0,54.0,0.8,185.0,3.0,10.0,632.0,1184.0,1762.0,5.0,3.0,6.0,1.0,1.0,0.0,1.0,1085
$A_{1071}$,569.0,1.0,2.5,1.0,0.0,0.0,41.0,0.3,124.0,1.0,1.0,388.0,605.0,2651.0,17.0,7.0,4.0,0.0,0.0,0.0,1.0,1295
$A_{1072}$,1830.0,1.0,1.0,0.0,7.0,1.0,47.0,0.3,117.0,1.0,11.0,1191.0,1882.0,3362.0,13.0,10.0,11.0,1.0,0.0,0.0,3.0,917
$A_{1073}$,1660.0,0.0,0.5,0.0,2.0,1.0,15.0,0.7,100.0,8.0,8.0,440.0,569.0,2424.0,12.0,5.0,9.0,1.0,1.0,0.0,2.0,1217
$A_{1074}$,877.0,0.0,1.3,1.0,9.0,1.0,46.0,0.8,135.0,1.0,14.0,457.0,652.0,3260.0,14.0,12.0,6.0,1.0,0.0,0.0,2.0,987
$A_{1075}$,911.0,1.0,2.9,0.0,0.0,0.0,46.0,0.1,181.0,5.0,1.0,461.0,670.0,363.0,9.0,5.0,17.0,0.0,1.0,0.0,0.0,1127
$A_{1076}$,909.0,1.0,1.4,0.0,0.0,0.0,53.0,0.3,82.0,8.0,0.0,635.0,973.0,3187.0,12.0,9.0,4.0,1.0,0.0,0.0,2.0,1421
$A_{1077}$,1004.0,1.0,2.9,1.0,0.0,0.0,35.0,0.2,141.0,6.0,9.0,901.0,1162.0,3772.0,17.0,8.0,18.0,0.0,1.0,1.0,3.0,246
$A_{1078}$,1606.0,1.0,0.5,1.0,0.0,1.0,33.0,0.9,200.0,5.0,0.0,157.0,770.0,3437.0,11.0,1.0,2.0,1.0,0.0,0.0,3.0,1038
$A_{1079}$,530.0,1.0,2.6,0.0,1.0,0.0,40.0,0.9,118.0,6.0,2.0,818.0,1090.0,1229.0,16.0,11.0,2.0,0.0,1.0,0.0,0.0,1147
$A_{1080}$,571.0,0.0,0.6,0.0,1.0,1.0,43.0,0.5,141.0,3.0,8.0,224.0,783.0,2587.0,7.0,5.0,18.0,1.0,0.0,0.0,1.0,1478
$A_{1081}$,1778.0,0.0,0.5,0.0,0.0,0.0,15.0,0.5,102.0,3.0,0.0,1445.0,1954.0,1214.0,5.0,0.0,14.0,1.0,0.0,0.0,1.0,1580
$A_{1082}$,1583.0,1.0,2.1,1.0,11.0,0.0,14.0,0.7,148.0,7.0,16.0,942.0,1651.0,1704.0,17.0,13.0,2.0,1.0,0.0,1.0,2.0,321
$A_{1083}$,709.0,0.0,2.4,1.0,1.0,0.0,11.0,0.1,130.0,5.0,11.0,119.0,1531.0,3568.0,16.0,14.0,3.0,0.0,0.0,1.0,3.0,1264
$A_{1084}$,701.0,1.0,0.7,0.0,7.0,0.0,15.0,0.5,160.0,3.0,11.0,1002.0,1256.0,1756.0,6.0,3.0,17.0,1.0,1.0,1.0,1.0,505
